MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData maximum NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
29,13,21.25,5.25,16,49,88,39,72.25,15.75,88,32.065,63.546,31.481,44.918025,12.853025,32.065,388.36,2180,1791.64,1078.6225,690.2625,388.36,6,16,10,12.25,3.75,16,1,3.5,0.5,139,34,120.25,15.25,105,1.66,2.58,0.92,2.18,0.4,2.58,1.5,0.5,4,2,2,4,10,10,3.75,3.75,0,0,6,11,5,7.25,1.875,6,1,1,0.5,0.5,0,2,2,1,1,2,5,5,1.25,1.875,0,0,1,6,5,2.75,1.625,2,11.07,25.786875,14.716875,18.4584375,7.3284375,25.786875,2.202,2.202,1.101,1.101,2.202,0,0,0,70,229,159,148.5,78.5,70
34,23,26,8,34,2,89,87,58,31,89,22.98976928,78.96,55.97023072,58.96195357,19.99804643,78.96,370.87,1519,1148.13,719.4675,399.76625,494,1,16,15,10,6,16,1,3.75,0.375,166,46,136.25,16.25,120,0.93,2.55,1.62,1.895,0.655,2.55,1.75,0.375,4,2,2,4,10,10,6.25,3.75,0,0,1,16,15,10,6,16,1,1,0.25,0.375,0,2,2,1,1,2,5,5,1.25,1.875,0,0,1,5,4,2.5,1.25,2,10.48758621,29.24333333,18.75574713,22.89272989,6.202571839,25.92,0.799,0.799,0.3995,0.3995,0.799,0.000310121,7.75E-05,0.000116295,14,229,215,118.5,104.5,14
79,29,66,10.66666667,50,37,80,43,61,16,37,118.71,196.966569,78.256569,161.5369263,28.55128422,118.71,505.08,1818,1312.92,1220.136667,476.7044444,505.08,3,14,11,9.333333333,4.222222222,3,1,5.666666667,0.444444444,190,54,155,23.33333333,136,1.25,2.54,1.29,1.916666667,0.444444444,1.25,1.666666667,0.444444444,2,0.666666667,0.888888889,0,10,10,6.666666667,4.444444444,9,6,14,25,11,18,4.666666667,14,1,1,0.333333333,0.444444444,0,4,4,1.333333333,1.777777778,0,0,0,0,0,0.333333333,0.444444444,1,4,3,2,1.333333333,1,16.7,33.285,16.585,26.58833333,6.592222222,16.7,0,0,0,0,0,0,0,0,141,225,84,186.6666667,30.44444444,141
34,23,28,8.5,34,2,89,87,66,32,89,22.98976928,78.96,55.97023072,63.95784232,20.48403652,78.96,370.87,1090,719.13,612.2175,238.89125,494,1,16,15,12,5.5,16,1,3.75,0.375,166,47,131.25,17.375,120,0.93,2.55,1.62,2.0525,0.56125,2.55,1.75,0.375,4,2.75,1.375,4,10,10,7.5,3.75,0,0,1,16,15,12,5.5,16,1,1,0.25,0.375,0,3,3,1.75,0.875,2,0,0,0,0,0,0,1,3,2,2,0.5,2,22.175,29.24333333,7.068333333,25.81458333,1.819791667,25.92,0.799,0.799,0.3995,0.3995,0.799,0,0,0,14,229,215,105.75,91.75,14
70,41,50,14,29,39,85,46,62.66666667,15.77777778,39,63.546,173.054,109.508,119.4533333,37.27155556,63.546,903.78,1357.77,453.99,1117.85,159.9466667,903.78,3,15,12,9.666666667,4.444444444,3,2,5,0.666666667,187,55,152.6666667,22.88888889,132,1.26,2.05,0.79,1.736666667,0.317777778,1.26,1.666666667,0.444444444,3,1,1.333333333,0,10,10,6.666666667,4.444444444,4.666666667,6.222222222,11,16,5,14,2,11,1,1,0.333333333,0.444444444,0,3,3,1,1.333333333,0,0,0,0,0,0,0,0,3,3,1.333333333,1.111111111,0,11.07,34.12,23.05,25.58333333,9.675555556,11.07,0,0,0,0,0,0,0,0,166,225,59,205.3333333,26.22222222,166
56,23,40.66666667,10.22222222,33,9,84,75,59,33.33333333,84,74.9216,137.327,62.4054,95.7234,27.73573333,74.9216,1000,1090,90,1060,40,1090,2,15,13,10.66666667,5.777777778,15,2,4.666666667,0.888888889,215,96,151,42.66666667,119,0.89,2.18,1.29,1.75,0.573333333,2.18,2,0,3,2,1.333333333,3,10,10,6.666666667,4.444444444,0,0,2,15,13,10.66666667,5.777777778,15,0,0,0,0,0,3,3,2,1.333333333,3,0,0,0,0,0,0,0,3,3,2,1.333333333,3,22.175,63.59,41.415,35.98,18.40666667,22.175,0,0,0,0,0,0,0,0,166,229,63,187,28,166
52,21,36.4,6.24,31,74,90,16,83.2,7.36,74,69.723,127.6,57.877,84.9932,17.04272,69.723,302.91,722.66,419.75,463.296,128.3088,302.91,13,16,3,14.8,1.44,13,1,4.2,0.32,138,18,124.4,5.44,120,1.81,2.55,0.74,2.164,0.3088,1.81,2,0,4,2.8,1.44,1,10,0,10,0,0,0,13,16,3,14.8,1.44,13,0,0,0,0,0,5,3,3.2,1.44,2,0,0,0,0,0,0,2,5,3,3.2,1.44,2,18.8575,34.76333333,15.90583333,24.86366667,4.804933333,18.8575,0.799,0.799,0.4124,0.32992,0,0,0,0,14,152,138,61.6,38.08,14
49,42,28,21,7,75,82,7,78.5,3.5,75,14.0067,114.818,100.8113,64.41235,50.40565,14.0067,63.05,429.75,366.7,246.4,183.35,63.05,13,15,2,14,1,13,3,3.5,1.5,142,71,106.5,35.5,71,1.78,3.04,1.26,2.41,0.63,1.78,2,0,3,2,1,1,10,10,5,5,0,0,5,13,8,9,4,5,0,0,0,0,0,5,2,4,1,3,0,0,0,0,0,0,3,5,2,4,1,3,14.76875,24.26,9.49125,19.514375,4.745625,14.76875,6.437,6.437,3.2185,3.2185,0,0,0,0,139,194,55,166.5,27.5,139
42,36,15.64285714,5.224489796,17,50,94,44,85.85714286,8.918367347,94,12.0107,95.96,83.9493,32.87803571,11.58667347,35.453,54.8,3823,3768.2,1171.265714,1382.848163,171.6,6,17,11,15.35714286,1.918367347,17,3,2.857142857,0.489795918,154,88,98,14,102,2.16,3.44,1.28,2.895,0.342857143,3.16,1.928571429,0.132653061,5,3.785714286,1.306122449,5,5,5,0.357142857,0.663265306,0,0,4,7,3,6.071428571,0.928571429,7,1,1,0.071428571,0.132653061,0,4,4,1.785714286,1.040816327,1,5,5,0.357142857,0.663265306,0,0,1,6,5,2.214285714,1.306122449,1,5.64,25.786875,20.146875,18.91223214,7.549451531,24.4975,4.496,4.496,2.5245,0.844928571,2.493,0,0,0,12,229,217,100.7857143,58.26530612,64
34,31,26,11.5,34,1,89,88,65.75,32.375,89,6.941,78.96,72.019,59.94565,26.502325,78.96,453.69,1090,636.31,632.9225,228.53875,494,1,16,15,12,5.5,16,2,3.5,0.75,128,9,121.75,3.125,120,0.98,2.55,1.57,2.065,0.5425,2.55,1.75,0.375,4,2.75,1.375,4,10,10,7.5,3.75,0,0,1,16,15,12,5.5,16,1,1,0.25,0.375,0,3,3,1.75,0.875,2,0,0,0,0,0,0,1,3,2,2,0.5,2,16.59333333,25.92,9.326666667,22.65208333,3.267916667,25.92,0.799,0.799,0.3995,0.3995,0.799,0,0,0,14,229,215,105.75,91.75,14
79,29,65.66666667,10.44444444,50,35,80,45,60.33333333,16.88888889,35,118.71,196.966569,78.256569,160.978523,28.17901533,118.71,505.08,1770,1264.92,1204.136667,466.0377778,505.08,3,14,11,9.333333333,4.222222222,3,1,5.666666667,0.444444444,189,53,154.6666667,22.88888889,136,1.24,2.54,1.3,1.913333333,0.448888889,1.24,1.666666667,0.444444444,2,0.666666667,0.888888889,0,10,10,6.666666667,4.444444444,8.666666667,5.777777778,14,25,11,17.66666667,4.888888889,14,1,1,0.333333333,0.444444444,0,4,4,1.333333333,1.777777778,0,0,0,0,0,0.666666667,0.888888889,1,4,3,2.333333333,1.111111111,1,16.7,33.285,16.585,26.85666667,6.771111111,16.7,0,0,0,0,0,0,0,0,141,225,84,186.6666667,30.44444444,141
22,6,17.5,2.25,16,43,88,45,76.75,16.875,88,32.065,47.867,15.802,36.0155,5.92575,32.065,388.36,1941,1552.64,776.52,582.24,388.36,4,16,12,13,4.5,16,1,3.25,0.375,160,55,118.75,20.625,105,1.54,2.58,1.04,2.32,0.39,2.58,2,0,4,3,1.5,4,2,2,0.5,0.75,0,0,4,6,2,5.5,0.75,6,0,0,0,0,0,2,2,1.5,0.75,2,8,8,2,3,0,0,2,8,6,3.5,2.25,2,16.69,25.786875,9.096875,23.51265625,3.411328125,25.786875,2.202,2.202,1.6515,0.82575,2.202,2.25E-05,5.63E-06,8.45E-06,70,194,124,101,46.5,70
34,31,24,10.5,34,1,89,88,57.75,31.25,89,6.941,78.96,72.019,54.94976125,24.01023875,78.96,453.69,1519,1065.31,740.1725,389.41375,494,1,16,15,10,6,16,2,3.5,0.75,139,19,126.75,6.75,120,0.98,2.55,1.57,1.9075,0.6425,2.55,1.75,0.375,4,2,2,4,10,10,6.25,3.75,0,0,1,16,15,10,6,16,1,1,0.25,0.375,0,2,2,1,1,2,5,5,1.25,1.875,0,0,1,5,4,2.5,1.25,2,10.48758621,25.92,15.43241379,19.73022989,6.189770115,25.92,0.799,0.799,0.3995,0.3995,0.799,0.000310121,7.75E-05,0.000116295,14,229,215,118.5,104.5,14
79,65,44,23.33333333,14,12,78,66,52,26.66666667,12,28.0855,196.966569,168.881069,104.6526397,61.54261956,28.0855,1337.33,1799,461.67,1607.776667,180.2977778,1337.33,3,14,11,9.333333333,4.222222222,3,3,4.666666667,1.111111111,190,79,145.6666667,29.55555556,111,1.22,2.54,1.32,1.886666667,0.444444444,1.22,1.666666667,0.444444444,2,0.666666667,0.888888889,0,10,10,3.666666667,4.222222222,4.666666667,6.222222222,3,25,22,10.66666667,9.555555556,3,1,1,0.333333333,0.444444444,0,4,4,1.333333333,1.777777778,0,9,9,3,4,0,0,1,9,8,4.666666667,2.888888889,1,16.7,32.365,15.665,23.16833333,6.131111111,16.7,0.773,0.773,0.257666667,0.343555556,0,0,0,0,194,227,33,215.3333333,14.22222222,194
82,74,34.38461538,24.35502959,8,65,87,22,77.61538462,9.704142012,87,15.9994,207.2,191.2006,80.74903077,59.76888994,15.9994,54.8,1234.93,1180.13,592.6669231,496.4925444,54.8,11,16,5,13.76923077,2.130177515,16,4,3.769230769,1.633136095,146,80,108.6923077,39.40828402,66,1.93,3.44,1.51,2.688461538,0.693727811,3.44,1.615384615,0.473372781,4,2.153846154,1.704142012,4,10,10,5.384615385,4.970414201,2.153846154,3.644970414,6,28,22,11.30769231,5.136094675,6,1,1,0.384615385,0.473372781,0,4,4,1.538461538,1.183431953,2,0,0,0,0,0,0,1,4,3,1.923076923,0.710059172,2,9.105,28.11,19.005,14.80769231,5.264023669,9.105,0,0,0,0,0,0,0,0,12,225,213,126.6923077,105.8698225,12
79,29,65,10,50,31,80,49,59,18.66666667,31,118.71,196.966569,78.256569,159.3921897,27.12145978,118.71,505.08,1685,1179.92,1175.803333,447.1488889,505.08,3,14,11,9.333333333,4.222222222,3,1,5.666666667,0.444444444,192,56,155.6666667,24.22222222,136,1.22,2.54,1.32,1.906666667,0.457777778,1.22,1.666666667,0.444444444,2,0.666666667,0.888888889,0,10,10,6.666666667,4.444444444,8,5.333333333,12,25,13,17,5.333333333,12,1,1,0.333333333,0.444444444,0,4,4,1.333333333,1.777777778,0,0,0,0,0,1.333333333,1.777777778,1,4,3,3,1.333333333,1,16.7,33.285,16.585,27.075,6.916666667,16.7,0,0,0,0,0,0,0,0,141,225,84,186.6666667,30.44444444,141
48,34,37.27272727,7.801652893,34,70,89,19,81.09090909,8.628099174,89,28.0855,112.411,84.3255,86.49904545,18.84505785,78.96,494,1687,1193,638.8981818,190.5639669,494,12,16,4,14.36363636,1.785123967,16,2,4.272727273,0.52892562,144,33,127.9090909,11.70247934,120,1.69,2.55,0.86,2.178181818,0.405619835,2.55,2,0,4,2.363636364,1.785123967,4,10,10,9.090909091,1.652892562,0,0,4,16,12,13.45454545,2.776859504,16,0,0,0,0,0,4,4,1.454545455,1.05785124,2,0,0,0,0,0,0,0,4,4,1.454545455,1.05785124,2,19.495,25.92,6.425,23.08545455,3.092231405,25.92,0.799,0.799,0.506090909,0.368066116,0.799,0,0,0,14,227,213,98.81818182,92.52892562,14
79,47,59.33333333,18.22222222,32,33,79,46,59.33333333,17.55555556,33,72.64,196.966569,124.326569,144.8456297,48.13708644,72.64,1211.4,1747,535.6,1431.91,210.06,1211.4,3,14,11,9.333333333,4.222222222,3,2,5.333333333,0.888888889,192,72,149.3333333,28.44444444,120,1.23,2.54,1.31,1.926666667,0.464444444,1.23,1.666666667,0.444444444,2,0.666666667,0.888888889,0,10,10,6.666666667,4.444444444,8.333333333,5.555555556,13,25,12,17.33333333,5.111111111,13,1,1,0.333333333,0.444444444,0,4,4,1.333333333,1.777777778,0,0,0,0,0,1,1.333333333,1,4,3,2.666666667,1.111111111,1,16.7,30.73333333,14.03333333,23.47944444,4.835925926,16.7,0.383,0.383,0.127666667,0.170222222,0,0,0,0,194,225,31,214.6666667,13.77777778,194
34,3,32.5,1.5,31,74,89,15,81.5,7.5,74,69.723,78.96,9.237,74.3415,4.6185,69.723,302.91,494,191.09,398.455,95.545,302.91,13,16,3,14.5,1.5,13,0,4,0,122,2,121,1,120,1.81,2.55,0.74,2.18,0.37,1.81,2,0,4,2.5,1.5,1,10,0,10,0,0,0,13,16,3,14.5,1.5,13,0,0,0,0,0,5,3,3.5,1.5,2,0,0,0,0,0,0,2,5,3,3.5,1.5,2,18.8575,25.92,7.0625,22.38875,3.53125,18.8575,0.799,0.799,0.3995,0.3995,0,0,0,0,14,64,50,39,25,14
79,29,64.66666667,9.777777778,50,29,80,51,58.33333333,19.55555556,29,118.71,196.966569,78.256569,158.2006397,26.32709311,118.71,505.08,1629,1123.92,1157.136667,434.7044444,505.08,3,14,11,9.333333333,4.222222222,3,1,5.666666667,0.444444444,194,58,156.3333333,25.11111111,136,1.21,2.54,1.33,1.903333333,0.462222222,1.21,1.666666667,0.444444444,2,0.666666667,0.888888889,0,10,10,6.666666667,4.444444444,7.666666667,5.111111111,11,25,14,16.66666667,5.555555556,11,1,1,0.333333333,0.444444444,0,4,4,1.333333333,1.777777778,0,0,0,0,0,1.666666667,2.222222222,1,5,4,3.333333333,1.555555556,1,16.7,33.285,16.585,27.24055556,7.027037037,16.7,0,0,0,0,0,0,0,0,141,225,84,186.6666667,30.44444444,141
79,47,59,18,32,31,79,48,58.66666667,18.44444444,31,72.64,196.966569,124.326569,144.035523,47.59701533,72.64,1211.4,1685,473.6,1411.243333,182.5044444,1211.4,3,14,11,9.333333333,4.222222222,3,2,5.333333333,0.888888889,192,72,149.3333333,28.44444444,120,1.22,2.54,1.32,1.923333333,0.468888889,1.22,1.666666667,0.444444444,2,0.666666667,0.888888889,0,10,10,6.666666667,4.444444444,8,5.333333333,12,25,13,17,5.333333333,12,1,1,0.333333333,0.444444444,0,4,4,1.333333333,1.777777778,0,0,0,0,0,1.333333333,1.777777778,1,4,3,3,1.333333333,1,16.7,31.24,14.54,23.64833333,5.061111111,16.7,0.383,0.383,0.127666667,0.170222222,0,0,0,0,194,225,31,214.6666667,13.77777778,194
79,29,62.66666667,10.88888889,50,17,80,63,54.33333333,24.88888889,17,118.71,196.966569,78.256569,152.1947397,29.84788622,118.71,505.08,1337.33,832.25,1015.47,340.26,505.08,3,14,11,9.333333333,4.222222222,3,1,5.666666667,0.444444444,203,67,159.3333333,29.11111111,136,1.13,2.54,1.41,1.876666667,0.497777778,1.13,1.666666667,0.444444444,2,0.666666667,0.888888889,0,10,10,6.666666667,4.444444444,5.666666667,5.555555556,5,25,20,14.66666667,6.888888889,5,1,1,0.333333333,0.444444444,0,4,4,1.333333333,1.777777778,0,0,0,0,0,3.666666667,4.888888889,1,11,10,5.333333333,3.777777778,1,16.7,35.675,18.975,28.55333333,7.902222222,16.7,0,0,0,0,0,0,0,0,141,225,84,186.6666667,30.44444444,141
79,29,63,10.66666667,50,19,80,61,55,24,19,118.71,196.966569,78.256569,153.3061897,29.10691956,118.71,505.08,1337.33,832.25,1045.47,360.26,505.08,3,14,11,9.333333333,4.222222222,3,1,5.666666667,0.444444444,201,65,158.6666667,28.22222222,136,1.14,2.54,1.4,1.88,0.493333333,1.14,1.666666667,0.444444444,2,0.666666667,0.888888889,0,10,10,6.666666667,4.444444444,6,5.333333333,6,25,19,15,6.666666667,6,1,1,0.333333333,0.444444444,0,4,4,1.333333333,1.777777778,0,0,0,0,0,3.333333333,4.444444444,1,10,9,5,3.333333333,1,16.7,34.81,18.11,28.265,7.71,16.7,0,0,0,0,0,0,0,0,141,225,84,186.6666667,30.44444444,141
79,63,51.6,23.73333333,79,5,88,83,57.06666667,27.76888889,66,32.065,196.966569,164.901569,124.9164148,61.90094318,196.966569,301.59,1337.33,1035.74,744.8093333,474.0165333,1337.33,1,16,15,10,4.8,11,3,5,1.333333333,244,139,154.4666667,47.75111111,136,0.79,2.58,1.79,2.086666667,0.691555556,2.54,1.333333333,0.444444444,4,1.333333333,1.777777778,0,10,10,4,4.8,5.6,6.72,1,25,24,12.26666667,10.18666667,25,1,1,0.666666667,0.444444444,1,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.7,115.765,99.065,46.14629167,37.12997778,16.7,2.202,2.202,0.734,0.978666667,0,0,0,0,70,229,159,174.4,69.6,225
49,33,27.42857143,13.06122449,16,69,88,19,81.57142857,7.346938776,88,32.065,114.818,82.753,60.468,32.46057143,32.065,388.36,692.68,304.32,443.66,71.14857143,388.36,12,16,4,14.57142857,1.632653061,16,2,3.714285714,0.816326531,142,37,118,14.85714286,105,1.65,2.58,0.93,2.218571429,0.413061224,2.58,2,0,4,2.571428571,1.632653061,4,10,10,4.285714286,4.897959184,0,0,6,13,7,8.857142857,3.265306122,6,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,13.96,25.786875,11.826875,23.66107143,2.771734694,25.786875,2.202,2.202,1.258285714,1.078530612,2.202,0,0,0,70,194,124,107.4285714,42.7755102,70
49,33,27.42857143,13.06122449,16,69,88,19,81.57142857,7.346938776,88,32.065,114.818,82.753,60.468,32.46057143,32.065,388.36,692.68,304.32,443.66,71.14857143,388.36,12,16,4,14.57142857,1.632653061,16,2,3.714285714,0.816326531,142,37,118,14.85714286,105,1.65,2.58,0.93,2.218571429,0.413061224,2.58,2,0,4,2.571428571,1.632653061,4,10,10,4.285714286,4.897959184,0,0,6,13,7,8.857142857,3.265306122,6,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,13.96,25.786875,11.826875,23.66107143,2.771734694,25.786875,2.202,2.202,1.258285714,1.078530612,2.202,0,0,0,70,194,124,107.4285714,42.7755102,70
78,73,59.6,22.08,78,17,72,55,55.6,15.44,63,10.811,195.084,184.273,147.39413,57.227844,195.084,1204,2348,1144,1935.24,292.496,2041.4,3,13,10,9.2,2.48,10,4,5.2,1.28,203,119,139,25.6,136,1.13,2.28,1.15,2.002,0.3488,2.28,1.4,0.48,1,0.2,0.32,0,9,9,5.4,4.32,9,6,3,24,21,16,9.6,24,1,1,0.6,0.48,1,5,5,1,1.6,0,1,1,0.6,0.48,2.2,3.52,2,11,9,4.4,2.88,2,7.1725,35.675,28.5025,17.5815,7.2374,15.02,1.524,1.524,0.3048,0.48768,0,0,0,0,166,225,59,207,21.6,225
49,33,27.42857143,13.06122449,16,69,88,19,81.57142857,7.346938776,88,32.065,114.818,82.753,60.468,32.46057143,32.065,388.36,692.68,304.32,443.66,71.14857143,388.36,12,16,4,14.57142857,1.632653061,16,2,3.714285714,0.816326531,142,37,118,14.85714286,105,1.65,2.58,0.93,2.218571429,0.413061224,2.58,2,0,4,2.571428571,1.632653061,4,10,10,4.285714286,4.897959184,0,0,6,13,7,8.857142857,3.265306122,6,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,13.96,25.786875,11.826875,23.66107143,2.771734694,25.786875,2.202,2.202,1.258285714,1.078530612,2.202,0,0,0,70,194,124,107.4285714,42.7755102,70
48,14,41,7,34,70,89,19,79.5,9.5,70,78.96,112.411,33.451,95.6855,16.7255,78.96,494,594.22,100.22,544.11,50.11,494,12,16,4,14,2,12,1,4.5,0.5,144,24,132,12,120,1.69,2.55,0.86,2.12,0.43,1.69,2,0,4,2,2,0,10,0,10,0,0,0,12,16,4,14,2,12,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,19.495,25.92,6.425,22.7075,3.2125,19.495,0.799,0.799,0.3995,0.3995,0,0,0,0,14,194,180,104,90,14
33,30,17,8,16,1,88,87,65.25,32.125,88,6.941,74.9216,67.9806,36.49815,19.211725,32.065,388.36,1090,701.64,580.1025,254.94875,388.36,1,16,15,12,5.5,16,2,3,0.5,128,23,114.25,9.25,105,0.98,2.58,1.6,2.08,0.55,2.58,1.75,0.375,4,2.75,1.375,4,10,10,2.5,3.75,0,0,1,15,14,7,4,6,1,1,0.25,0.375,0,3,3,1.75,0.875,2,0,0,0,0,0,0,1,3,2,2,0.5,2,16.59333333,25.786875,9.193541667,22.58552083,3.201354167,25.786875,2.202,2.202,1.101,1.101,2.202,0,0,0,70,229,159,133.75,63.75,70
78,73,59.8,21.92,78,19,72,53,56,14.8,63,10.811,195.084,184.273,148.061,56.4276,195.084,1294,2348,1054,1953.24,263.696,2041.4,3,13,10,9.2,2.48,10,4,5.2,1.28,201,117,138.6,24.96,136,1.14,2.28,1.14,2.004,0.3456,2.28,1.4,0.48,1,0.2,0.32,0,9,9,5.4,4.32,9.2,5.76,3,24,21,16.2,9.36,24,1,1,0.6,0.48,1,5,5,1,1.6,0,1,1,0.6,0.48,2,3.2,2,10,8,4.2,2.64,2,7.1725,34.81,27.6375,17.4085,6.9606,15.02,1.524,1.524,0.3048,0.48768,0,0,0,0,166,225,59,207,21.6,225
53,5,51.33333333,2.222222222,53,70,96,26,87.33333333,11.55555556,96,112.411,126.90447,14.49347,122.0733133,6.441542222,126.90447,386.85,594.22,207.37,455.9733333,92.16444444,386.85,12,17,5,15.33333333,2.222222222,17,0,5,0,144,5,140.6666667,2.222222222,139,1.69,2.66,0.97,2.336666667,0.431111111,2.66,2,0,5,3.333333333,2.222222222,5,10,0,10,0,0,0,12,17,5,15.33333333,2.222222222,17,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,19.495,43.015,23.52,35.175,10.45333333,43.015,1.062,1.062,0.708,0.472,1.062,0,0,0,64,194,130,107.3333333,57.77777778,64
49,33,26.44444444,11.60493827,16,69,88,19,80.88888889,7.901234568,88,32.065,114.818,82.753,57.85788889,28.65876543,32.065,388.36,692.68,304.32,465.1844444,101.1091358,388.36,12,16,4,14.44444444,1.728395062,16,2,3.666666667,0.740740741,142,37,117,13.33333333,105,1.65,2.58,0.93,2.195555556,0.427160494,2.58,2,0,4,2.444444444,1.728395062,4,10,10,4.444444444,4.938271605,0,0,6,13,7,8.888888889,3.209876543,6,0,0,0,0,0,5,5,2.222222222,1.234567901,2,0,0,0,0,0,0,0,5,5,2.222222222,1.234567901,2,13.96,25.786875,11.826875,22.819375,3.9375,25.786875,2.202,2.202,1.223333333,1.087407407,2.202,0,0,0,70,194,124,112.8888889,47.65432099,70
53,5,51.33333333,2.222222222,53,70,96,26,87.33333333,11.55555556,96,112.411,126.90447,14.49347,122.0733133,6.441542222,126.90447,386.85,594.22,207.37,455.9733333,92.16444444,386.85,12,17,5,15.33333333,2.222222222,17,0,5,0,144,5,140.6666667,2.222222222,139,1.69,2.66,0.97,2.336666667,0.431111111,2.66,2,0,5,3.333333333,2.222222222,5,10,0,10,0,0,0,12,17,5,15.33333333,2.222222222,17,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,19.495,43.015,23.52,35.175,10.45333333,43.015,1.062,1.062,0.708,0.472,1.062,0,0,0,64,194,130,107.3333333,57.77777778,64
78,73,59.4,22.32,78,15,72,57,55.2,16.08,63,10.811,195.084,184.273,147.2358,57.41784,195.084,1071,2348,1277,1908.64,335.056,2041.4,3,13,10,9.2,2.48,10,4,5.2,1.28,204,120,139.2,25.92,136,1.12,2.28,1.16,2,0.352,2.28,1.4,0.48,1,0.2,0.32,0,9,9,5.6,4.08,8.6,6.48,3,24,21,15.8,9.84,24,1,1,0.6,0.48,1,5,5,1,1.6,0,9,9,2.4,2.64,2.6,4.16,2,22,20,6.6,6.16,2,7.1725,37.24,30.0675,17.8945,7.7382,15.02,1.524,1.524,0.3048,0.48768,0,0,0,0,166,225,59,207,21.6,225
48,32,32,16,16,70,88,18,79,9,70,32.065,112.411,80.346,72.238,40.173,32.065,388.36,594.22,205.86,491.29,102.93,388.36,12,16,4,14,2,12,2,4,1,144,39,124.5,19.5,105,1.69,2.58,0.89,2.135,0.445,1.69,2,0,4,2,2,0,10,10,5,5,0,0,6,12,6,9,3,6,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,19.495,25.786875,6.291875,22.6409375,3.1459375,19.495,2.202,2.202,1.101,1.101,0,0,0,0,70,194,124,132,62,70
