MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData maximum NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
55,51,8.482758621,3.55529132,8,2,87,85,71.5862069,16.08799049,87,9.012182,132.9054519,123.8932699,18.17255457,8.577057018,15.9994,54.8,2348,2293.2,791.907931,854.414673,54.8,1,16,15,11.03448276,5.81450654,16,4,2.206896552,0.37098692,244,178,88.34482759,24.61355529,66,0.79,3.44,2.65,2.547241379,0.923543401,3.44,1.896551724,0.18549346,4,2.24137931,1.819262782,4,0,0,0,0,0,0,1,6,5,4.137931034,1.92627824,6,1,1,0.103448276,0.18549346,0,5,5,1.896551724,1.177170036,2,0,0,0,0,0,0,0,5,5,2,1.034482759,2,7.1725,115.765,108.5925,13.58721264,9.206208878,9.105,1.524,1.524,0.262758621,0.43491082,0,0,0,0,12,229,217,98.65517241,89.64328181,12
13,12,4.736842105,3.146814404,1,72,92,20,86.5,5,92,1.00794,26.9815386,25.9735986,9.188646805,6.889016257,1.00794,14.01,2348,2333.99,362.9192105,552.4186704,14.01,1,16,15,9.157894737,6.869806094,1,2,1.605263158,0.509695291,121,90,55.34210526,20.49861496,31,1.61,3.44,1.83,2.664473684,0.610969529,2.2,1.578947368,0.487534626,4,1.789473684,1.756232687,0,0,0,0,0,0,0,1,6,5,3.368421053,2.110803324,1,1,1,0.421052632,0.487534626,1,5,5,1.684210526,1.418282548,0,0,0,0,0,0,0,1,5,4,2.105263158,1.008310249,1,6.615,16.48,9.865,8.294473684,1.709549861,6.615,7.853,7.853,3.845842105,3.647202216,7.853,0,0,0,12,225,213,124.0789474,82.58448753,194
19,14,10,3.666666667,8,3,87,84,67.33333333,21.44444444,87,10.811,39.0983,28.2873,20.36875,7.555266667,15.9994,54.8,2348,2293.2,628.655,671.23,54.8,1,16,15,10.66666667,6.111111111,16,2,2.5,0.666666667,203,137,104.3333333,45.11111111,66,0.82,3.44,2.62,2.415,1.025,3.44,1.833333333,0.277777778,4,2.166666667,1.833333333,4,0,0,0,0,0,0,1,6,5,4,2,6,1,1,0.166666667,0.277777778,0,5,5,1.833333333,1.222222222,2,0,0,0,0,0,0,0,5,5,2,1,2,7.1725,73.10666667,65.93416667,21.74736111,17.50064815,9.105,1.524,1.524,0.254,0.423333333,0,0,0,0,12,229,217,104.1666667,92.16666667,12
82,77,13.16666667,11.47222222,8,72,87,15,81.5,6.416666667,87,10.811,207.2,196.389,30.20331667,29.49944722,15.9994,54.8,2348,2293.2,864.6841667,988.8772222,54.8,13,16,3,14.83333333,1.361111111,16,4,2.333333333,0.611111111,146,80,78.66666667,14.77777778,66,2.04,3.44,1.4,2.880833333,0.652361111,3.44,2,0,4,2.833333333,1.361111111,4,10,10,0.833333333,1.527777778,1.166666667,2.138888889,3,28,25,6.833333333,3.527777778,6,0,0,0,0,0,5,3,3.166666667,1.361111111,2,0,0,0,0,0,0,2,5,3,3.166666667,1.361111111,2,7.1725,28.11,20.9375,10.04458333,3.010902778,9.105,1.524,1.524,0.508,0.677333333,0,0,0,0,12,225,213,81.08333333,80.59722222,12
37,34,9.863636364,6.167355372,8,1,87,86,62.09090909,29.86363636,87,6.941,85.4678,78.5268,21.3612,14.56968182,15.9994,54.8,2348,2293.2,711.7736364,818.1131818,54.8,1,16,15,11.5,5.25,16,3,2.340909091,0.604338843,220,154,96.45454545,36.68181818,66,0.82,3.44,2.62,2.456818182,0.983181818,3.44,1.75,0.375,4,2.25,1.75,4,0,0,0,0,0,0,1,6,5,4,2,6,1,1,0.25,0.375,0,5,5,2.25,1.375,2,0,0,0,0,0,0,1,5,4,2.5,1.25,2,7.1725,90.7225,83.55,18.91772727,16.31926653,9.105,1.524,1.524,0.381,0.5715,0,0,0,0,12,229,217,104.75,92.75,12
56,51,16.75,13.875,8,9,87,78,75,17.25,87,10.811,137.327,126.516,37.882075,34.1211125,15.9994,54.8,2348,2293.2,589,667.75,54.8,2,16,14,13.75,3.125,16,4,2.75,1.125,215,149,93.5,36.75,66,0.89,3.44,2.55,2.78875,0.8140625,3.44,2,0,4,3,1.25,4,10,10,1.25,2.1875,0,0,2,15,13,6.25,2.1875,6,0,0,0,0,0,5,5,2.25,0.875,2,0,0,0,0,0,0,0,5,5,2.25,0.875,2,7.1725,63.59,56.4175,17.3078125,12.78734375,9.105,1.524,1.524,0.1905,0.333375,0,0,0,0,12,229,217,77.625,82.03125,12
82,77,17.75,16.0625,8,72,87,15,83.875,3.90625,87,10.811,207.2,196.389,41.12272025,41.51931994,15.9994,54.8,2348,2293.2,442.48875,515.908125,54.8,13,16,3,15.25,0.9375,16,4,2.625,0.9375,146,80,83.375,21.71875,66,2.04,3.44,1.4,2.97,0.5875,3.44,2,0,4,3.25,0.9375,4,10,10,1.25,2.1875,1.75,3.0625,3,28,25,8.25,4.9375,6,0,0,0,0,0,5,3,2.75,0.9375,2,0,0,0,0,0,0,2,5,3,2.75,0.9375,2,7.1725,28.11,20.9375,12.92221726,6.208950893,9.105,1.625,1.625,0.393625,0.5904375,0,0,0,0,2,225,223,56.625,69.4375,12
19,14,11.45454545,4.355371901,8,3,94,91,83.95454545,8.446280992,87,10.811,39.0983,28.2873,23.27155,9.066031818,15.9994,54.8,2348,2293.2,253.7259091,246.8740496,54.8,1,17,16,15.36363636,1.520661157,16,2,2.454545455,0.537190083,203,137,86.68181818,22.80578512,66,0.82,3.44,2.62,3.05,0.465454545,3.44,1.954545455,0.08677686,5,3.863636364,0.611570248,4,0,0,0,0,0,0,1,7,6,5.818181818,0.694214876,6,1,1,0.045454545,0.08677686,0,5,5,1.863636364,0.483471074,2,0,0,0,0,0,0,1,5,4,1.909090909,0.41322314,2,7.1725,73.10666667,65.93416667,17.7580303,10.40199036,9.105,2.493,2.493,0.922909091,1.090710744,0,0,0,0,12,229,217,48.86363636,40.21487603,12
37,32,12.76923077,7.526627219,8,4,87,83,69.76923077,20.23668639,87,10.811,85.4678,74.6568,27.57819055,17.81218752,15.9994,54.8,2348,2293.2,582.42,651.2707692,54.8,1,16,15,12.76923077,3.621301775,16,3,2.615384615,0.852071006,220,154,100.9230769,42.81656805,66,0.82,3.44,2.62,2.54,0.969230769,3.44,1.846153846,0.26035503,4,2.461538462,1.656804734,4,0,0,0,0,0,0,1,6,5,4.307692308,1.822485207,6,1,1,0.153846154,0.26035503,0,5,5,2.615384615,1.467455621,2,0,0,0,0,0,0,1,5,4,2.769230769,1.372781065,2,7.1725,90.7225,83.55,22.49884615,20.99189349,9.105,1.524,1.524,0.234461538,0.396781065,0,0,0,0,12,229,217,101.8461538,96.75739645,12
37,32,12.375,8.609375,8,4,87,83,72.375,17.28125,87,10.811,85.4678,74.6568,26.9258875,20.34974219,15.9994,54.8,2348,2293.2,732.595,867.553125,54.8,1,16,15,13.25,3.1875,16,3,2.5,0.8125,220,154,93.125,35.078125,66,0.82,3.44,2.62,2.673125,0.862734375,3.44,1.875,0.21875,4,2.625,1.546875,4,10,10,0.625,1.171875,0,0,1,14,13,5.125,2.09375,6,1,1,0.125,0.21875,0,5,5,2.625,1.359375,2,0,0,0,0,0,0,1,5,4,2.75,1.28125,2,7.1725,90.7225,83.55,19.6928125,18.17144531,9.105,1.524,1.524,0.4049375,0.55953125,0,0,0,0,12,229,217,90.9375,88.8046875,12
38,33,16.33333333,12.11111111,8,8,94,86,62.94444444,30.52469136,87,10.811,87.62,76.809,36.11003333,28.61664815,15.9994,54.8,2348,2293.2,719.9333333,726.0592593,54.8,2,17,15,11.66666667,5.37037037,16,3,2.888888889,1.185185185,195,129,106.8333333,48.98148148,66,0.95,3.44,2.49,2.499444444,1.013950617,3.44,2,0,5,2.444444444,1.839506173,4,0,0,0,0,0,0,2,7,5,4.444444444,1.839506173,6,0,0,0,0,0,5,5,1.888888889,1.148148148,2,0,0,0,0,0,0,0,5,5,1.888888889,1.148148148,2,7.1725,54.23,47.0575,22.17277778,18.06787037,9.105,2.493,2.493,0.3925,0.610555556,0,0,0,0,12,225,213,99.72222222,91.69135802,12
19,18,6.782608696,3.289224953,8,3,92,89,77.52173913,15.3610586,87,1.00794,39.0983,38.09036,13.62107391,6.705742533,15.9994,14.01,2348,2333.99,568.9526087,773.4988658,54.8,1,16,15,10.7826087,5.95463138,16,3,1.956521739,0.415879017,203,172,74.2173913,26.65028355,66,0.82,3.44,2.62,2.63826087,0.766880907,3.44,1.695652174,0.423440454,4,2.130434783,1.788279773,4,0,0,0,0,0,0,1,6,5,3.826086957,2.079395085,6,1,1,0.304347826,0.423440454,0,5,5,2.043478261,1.285444234,2,0,0,0,0,0,0,1,5,4,2.347826087,1.153119093,2,6.615,73.10666667,66.49166667,13.70894928,10.33003781,9.105,7.853,7.853,2.038478261,2.52805293,0,0,0,0,12,229,217,103.9130435,87.9168242,12
34,29,12.18181818,7.933884298,8,72,89,17,84.63636364,4.595041322,87,10.811,78.96,68.149,26.50343636,19.07511405,15.9994,54.8,2348,2293.2,551.6,653.2363636,54.8,13,16,3,15.45454545,0.892561983,16,2,2.363636364,0.595041322,120,54,79.09090909,16.66115702,66,2.04,3.44,1.4,3.023636364,0.529917355,3.44,2,0,4,3.454545455,0.892561983,4,10,10,1.818181818,2.975206612,0,0,3,16,13,7.272727273,3.173553719,6,0,0,0,0,0,5,3,2.545454545,0.892561983,2,0,0,0,0,0,0,2,5,3,2.545454545,0.892561983,2,7.1725,25.92,18.7475,11.81090909,5.130578512,9.105,1.524,1.524,0.422363636,0.537553719,0,0,0,0,12,166,154,40.36363636,45.68595041,12
81,76,15.11111111,14.64197531,8,72,87,15,80.77777778,6.913580247,87,10.811,204.3833,193.5723,35.20147778,37.59596049,15.9994,54.8,2348,2293.2,877.2222222,980.5185185,54.8,13,16,3,14.66666667,1.481481481,16,4,2.444444444,0.790123457,145,79,80.77777778,16.41975309,66,1.62,3.44,1.82,2.771111111,0.743209877,3.44,2,0,4,2.666666667,1.481481481,4,10,10,1.111111111,1.975308642,1.555555556,2.765432099,3,27,24,7.333333333,4.37037037,6,0,0,0,0,0,5,3,3.333333333,1.481481481,2,0,0,0,0,0,0,2,5,3,3.333333333,1.481481481,2,7.1725,26.91,19.7375,10.43916667,3.660185185,9.105,1.524,1.524,0.508,0.677333333,0,0,0,0,12,194,182,83.55555556,79.50617284,12
56,51,18.375,16.6875,8,9,87,78,64.875,27.5625,87,10.811,137.327,126.516,42.33215313,41.44477969,15.9994,54.8,2348,2293.2,771.0125,805.7390625,54.8,2,16,14,12,4.875,16,4,2.9375,1.40625,215,149,105.0625,51.84375,66,0.89,3.44,2.55,2.560625,0.989296875,3.44,2,0,4,2.4375,1.7578125,4,1,1,0.0625,0.1171875,0,0,2,6,4,4.5,1.6875,6,0,0,0,0,0,5,5,2.0625,1.1015625,2,9,9,0.5625,1.0546875,0,0,0,9,9,2.625,1.6875,2,7.1725,63.59,56.4175,20.41234375,17.68570313,9.105,1.524,1.524,0.28575,0.46434375,0,0,0,0,12,229,217,92.9375,91.0546875,12
39,34,16.23529412,12.68512111,8,4,87,83,60.88235294,31.57785467,87,10.811,88.90585,78.09485,35.92015882,29.95462422,15.9994,54.8,2348,2293.2,710.1517647,834.2636678,54.8,1,16,15,11.29411765,5.584775087,16,3,2.882352941,1.24567474,220,154,110.9411765,57.09342561,66,0.82,3.44,2.62,2.469411765,1.027681661,3.44,1.823529412,0.290657439,4,2.294117647,1.806228374,4,1,1,0.117647059,0.207612457,0,0,1,6,5,4.235294118,1.868512111,6,1,1,0.176470588,0.290657439,0,5,5,1.941176471,1.141868512,2,9,9,1.058823529,1.868512111,0,0,1,9,8,3.176470588,2.01384083,2,7.1725,90.7225,83.55,25.90352941,24.39762976,9.105,1.524,1.524,0.268941176,0.442961938,0,0,0,0,12,229,217,98.88235294,91.99307958,12
56,51,15.81818182,14.42975207,8,5,87,82,68.36363636,22.31404959,87,10.811,137.327,126.516,36.24198654,35.95426888,15.9994,54.8,2348,2293.2,788.5809091,889.0320661,54.8,1,16,15,12.54545455,4.016528926,16,4,2.727272727,1.190082645,244,178,100.6363636,46.85950413,66,0.79,3.44,2.65,2.585454545,0.932231405,3.44,1.909090909,0.165289256,4,2.454545455,1.685950413,4,0,0,0,0,0,0,1,6,5,4.363636364,1.785123967,6,1,1,0.090909091,0.165289256,0,5,5,2.454545455,1.388429752,2,0,0,0,0,0,0,0,5,5,2.545454545,1.338842975,2,7.1725,115.765,108.5925,23.2275,24.16363636,9.105,1.524,1.524,0.415636364,0.604561983,0,0,0,0,12,229,217,93.45454545,88.85950413,12
38,33,10.83333333,5.25,8,8,87,79,75.58333333,13.31944444,87,10.811,87.62,76.809,22.93340643,12.13047632,15.9994,54.8,2348,2293.2,666.3783333,713.5080556,54.8,2,16,14,13.83333333,2.527777778,16,3,2.416666667,0.625,195,129,88.91666667,28.375,66,0.95,3.44,2.49,2.694166667,0.870138889,3.44,2,0,4,2.666666667,1.555555556,4,0,0,0,0,0,0,2,6,4,4.666666667,1.555555556,6,0,0,0,0,0,5,5,2.833333333,1.444444444,2,0,0,0,0,0,0,0,5,5,2.833333333,1.444444444,2,7.1725,54.23,47.0575,13.7725,7.645416667,9.105,1.524,1.524,0.254,0.423333333,0,0,0,0,12,225,213,90.91666667,92.06944444,12
38,37,5.492537313,3.872577411,1,3,92,89,83.6119403,9.842726665,87,1.00794,87.62,86.61206,10.87328537,8.260535923,1.00794,14.01,2348,2333.99,334.8319403,502.2062286,14.01,1,16,15,8.71641791,7.110715081,1,4,1.686567164,0.573847182,203,172,59.53731343,23.85208287,31,0.82,3.44,2.62,2.639253731,0.669280463,2.2,1.552238806,0.494542214,4,1.791044776,1.846290933,0,0,0,0,0,0,0,1,6,5,3.343283582,2.220539096,1,1,1,0.447761194,0.494542214,0,5,5,1.432835821,1.325907775,0,0,0,0,0,0,0,0,5,5,1.880597015,0.844731566,1,6.615,73.10666667,66.49166667,10.41766169,5.050458157,6.615,7.853,7.853,3.463820896,3.66856761,0,0,0,0,12,229,217,116.1044776,87.01269771,12
37,32,13.66666667,9.888888889,8,4,87,83,72.13333333,18.22222222,87,10.811,85.4678,74.6568,29.88823333,23.37157111,15.9994,54.8,2348,2293.2,663.4546667,783.4072,54.8,1,16,15,13.2,3.333333333,16,3,2.6,0.92,220,154,95.53333333,38.08444444,66,0.82,3.44,2.62,2.667666667,0.875311111,3.44,1.866666667,0.231111111,4,2.666666667,1.511111111,4,10,10,1,1.8,0,0,1,14,13,5.533333333,2.222222222,6,1,1,0.133333333,0.231111111,0,5,5,2.533333333,1.28,2,0,0,0,0,0,0,1,5,4,2.666666667,1.2,2,7.1725,90.7225,83.55,20.99083333,18.99794444,9.105,1.524,1.524,0.3431,0.48034,0,0,0,0,12,229,217,93.03333333,91.83777778,12
56,51,9.090909091,4.26446281,8,9,87,78,78,10.63636364,87,10.811,137.327,126.516,19.6276,10.69994545,15.9994,54.8,2348,2293.2,931.6545455,1036.282645,54.8,2,16,14,14.27272727,2.041322314,16,4,2.181818182,0.347107438,215,149,79.31818182,15.73966942,66,0.89,3.44,2.55,2.815,0.738636364,3.44,2,0,4,2.727272727,1.504132231,4,0,0,0,0,0,0,2,6,4,4.727272727,1.504132231,6,0,0,0,0,0,5,5,3,1.454545455,2,0,0,0,0,0,0,0,5,5,3,1.454545455,2,7.1725,63.59,56.4175,10.87886364,4.791921488,9.105,1.524,1.524,0.554181818,0.705322314,0,0,0,0,12,229,217,77.86363636,77.83884298,12
31,26,12.76923077,7.526627219,8,3,87,84,69.76923077,20.5443787,87,10.811,69.723,58.912,27.02003077,16.85576568,15.9994,54.8,2348,2293.2,489.1138462,571.9649704,54.8,1,16,15,12.76923077,3.621301775,16,2,2.615384615,0.852071006,203,137,98.46153846,39.40828402,66,0.82,3.44,2.62,2.570769231,0.936094675,3.44,1.846153846,0.26035503,4,2.461538462,1.656804734,4,10,10,1.538461538,2.603550296,0,0,1,13,12,5.846153846,2.366863905,6,1,1,0.153846154,0.26035503,0,5,5,2.615384615,1.467455621,2,0,0,0,0,0,0,1,5,4,2.769230769,1.372781065,2,7.1725,73.10666667,65.93416667,20.15448718,16.2929783,9.105,1.524,1.524,0.234461538,0.396781065,0,0,0,0,12,229,217,77.07692308,74.10650888,12
56,51,22.33333333,20.11111111,8,9,95,86,63.27777778,30.15432099,87,10.811,137.327,126.516,52.38703333,50.24631111,15.9994,54.8,2348,2293.2,711.2777778,705.9753086,54.8,2,17,15,11.66666667,5.37037037,16,4,3.222222222,1.62962963,215,149,113.3888889,57.18518519,66,0.89,3.44,2.55,2.471666667,1.022592593,3.44,2,0,5,2.444444444,1.839506173,4,10,10,0.555555556,1.049382716,0,0,2,17,15,5,2.333333333,6,0,0,0,0,0,5,5,1.888888889,1.148148148,2,0,0,0,0,0,0,0,5,5,1.888888889,1.148148148,2,7.1725,63.59,56.4175,25.04958333,21.90361111,9.105,1.524,1.524,0.334944444,0.521024691,0,0,0,0,12,229,217,100.8333333,92.92592593,12
56,51,21.33333333,19.25925926,8,9,94,85,63.22222222,30.12345679,87,10.811,137.327,126.516,49.91753333,48.56081481,15.9994,54.8,2348,2293.2,706.0444444,710.6271605,54.8,2,17,15,11.66666667,5.37037037,16,4,3.166666667,1.574074074,215,149,112.3888889,57.00617284,66,0.89,3.44,2.55,2.482777778,1.032469136,3.44,2,0,5,2.444444444,1.839506173,4,0,0,0,0,0,0,2,7,5,4.444444444,1.839506173,6,0,0,0,0,0,5,5,1.888888889,1.148148148,2,0,0,0,0,0,0,0,5,5,1.888888889,1.148148148,2,7.1725,63.59,56.4175,24.77277778,21.56512346,9.105,2.493,2.493,0.3925,0.610555556,0,0,0,0,12,229,217,100.8333333,92.92592593,12
56,51,17.25,15,8,9,87,78,64.8125,27.65625,87,10.811,137.327,126.516,39.585282,37.324473,15.9994,54.8,2348,2293.2,771.95,806.79375,54.8,2,16,14,12,4.875,16,4,2.875,1.3125,215,149,103.8125,49.96875,66,0.89,3.44,2.55,2.569375,0.979453125,3.44,2,0,4,2.4375,1.7578125,4,1,1,0.0625,0.1171875,0,0,2,6,4,4.5,1.6875,6,0,0,0,0,0,5,5,2.0625,1.1015625,2,9,9,0.5625,1.0546875,0,0,0,9,9,2.625,1.6875,2,7.1725,63.59,56.4175,19.77921875,16.73601563,9.105,1.524,1.524,0.28575,0.46434375,0,6.35E-06,3.97E-07,7.44E-07,12,229,217,92.9375,91.0546875,12
32,31,12.51851852,8.436213992,8,2,92,90,72.25925926,20.83676269,87,1.00794,72.64,71.63206,26.88457915,19.68752038,15.9994,14.01,2348,2333.99,336.5944444,353.5499588,54.8,1,16,15,10.88888889,5.860082305,16,3,2.444444444,0.855967078,166,135,88.51851852,37.39368999,66,0.93,3.44,2.51,2.492592593,0.842139918,3.44,1.703703704,0.417009602,4,2.148148148,1.646090535,4,10,10,2.222222222,3.456790123,0,0,1,14,13,6.074074074,3.300411523,6,1,1,0.296296296,0.417009602,0,5,5,2.074074074,1.294924554,2,0,0,0,0,0,0,1,5,4,2.37037037,1.141289438,2,6.615,29.24333333,22.62833333,14.27604938,7.392617741,9.105,7.853,7.853,1.262407407,1.972145405,0,0,0,0,12,229,217,106.2592593,93.17695473,12
82,77,20,18.75,8,72,87,15,84,3.75,87,10.811,207.2,196.389,46.6162,47.2223,15.9994,54.8,2348,2293.2,539.07625,605.3453125,54.8,13,16,3,15.25,0.9375,16,4,2.75,1.125,146,80,84.875,23.8125,66,2.04,3.44,1.4,2.96875,0.5890625,3.44,2,0,4,3.25,0.9375,4,10,10,2.5,3.75,1.75,3.0625,3,28,25,9.5,6,6,0,0,0,0,0,5,3,2.75,0.9375,2,0,0,0,0,0,0,2,5,3,2.75,0.9375,2,7.1725,28.11,20.9375,12.8728125,6.13484375,9.105,1.524,1.524,0.1905,0.333375,0,0,0,0,12,225,213,77.125,81.40625,12
56,51,19.4,18.3,8,9,87,78,64.5,27.75,87,10.811,137.327,126.516,45.29362,46.01669,15.9994,54.8,2348,2293.2,749.74,764.434,54.8,2,16,14,11.9,4.95,16,4,3,1.5,215,149,106.85,54.075,66,0.89,3.44,2.55,2.5225,1.00925,3.44,2,0,4,2.4,1.76,4,0,0,0,0,0,0,2,6,4,4.4,1.76,6,0,0,0,0,0,5,5,2.1,1.16,2,0,0,0,0,0,0,0,5,5,2.1,1.16,2,7.1725,63.59,56.4175,22.33975,20.625125,9.105,1.524,1.524,0.3048,0.48768,0,0,0,0,12,229,217,97.05,93.555,12
32,27,13.85542169,8.476121353,8,7,87,80,74.73493976,16.71708521,87,10.811,72.64,61.829,29.44404096,19.21626349,15.9994,54.8,2348,2293.2,571.2674699,634.694963,54.8,2,16,14,13.71084337,2.924662505,16,2,2.626506024,0.86050225,176,110,90.96385542,31.6852954,66,1,3.44,2.44,2.769156627,0.824409929,3.44,2,0,4,2.915662651,1.332559152,4,10,10,1.927710843,3.112207868,0,0,2,14,12,6.843373494,2.759181304,6,0,0,0,0,0,5,5,2.361445783,1.013209464,2,0,0,0,0,0,0,0,5,5,2.361445783,1.013209464,2,7.1725,37.77,30.5975,15.09843373,8.51134272,9.105,1.524,1.524,0.184,0.270457831,0,0,0,0,12,225,213,89.85542169,95.67774713,12
19,18,6.16,3.6736,8,3,92,89,79.48,14.6304,87,1.00794,39.0983,38.09036,12.2199008,7.626503168,15.9994,14.01,2348,2333.99,431.1976,613.376768,54.8,1,16,15,9.52,6.816,16,3,1.84,0.5376,203,172,68.64,26.4128,66,0.82,3.44,2.62,2.6096,0.730752,3.44,1.6,0.48,4,1.92,1.8304,4,0,0,0,0,0,0,1,6,5,3.52,2.1824,6,1,1,0.4,0.48,0,5,5,1.68,1.344,2,0,0,0,0,0,0,1,5,4,2.08,0.9344,2,6.615,73.10666667,66.49166667,13.11913333,9.598005333,9.105,7.853,7.853,2.7568,3.261568,0,0,0,0,12,229,217,112.24,88.2112,12
56,51,15.27777778,12.33641975,8,2,95,93,72.52777778,18.27006173,87,10.811,137.327,126.516,34.45694574,30.4345211,15.9994,54.8,2348,2293.2,744.6002778,790.3631173,54.8,1,17,16,13.27777778,3.342592593,16,4,2.694444444,1.00308642,215,149,96.88888889,36.61728395,66,0.89,3.44,2.55,2.634166667,0.860138889,3.44,1.972222222,0.054012346,5,2.694444444,1.689814815,4,10,10,0.833333333,1.527777778,0,0,1,17,16,5.5,2.416666667,6,1,1,0.027777778,0.054012346,0,5,5,2.472222222,1.404320988,2,0,0,0,0,0,0,0,5,5,2.5,1.388888889,2,7.1725,63.59,56.4175,17.39648148,12.93730453,9.105,1.524,1.524,0.460083333,0.63900463,0,0,0,0,12,229,217,92.52777778,85.28240741,12
82,77,17.41176471,17.26643599,8,72,95,23,82.35294118,6.408304498,87,10.811,207.2,196.389,40.72668235,43.77928858,15.9994,54.8,2348,2293.2,805.8952941,907.1204152,54.8,13,17,4,14.94117647,1.363321799,16,4,2.588235294,0.968858131,146,80,83.88235294,18.93425606,66,2.04,3.44,1.4,2.869411765,0.614809689,3.44,2,0,5,2.941176471,1.363321799,4,10,10,1.764705882,2.906574394,1.647058824,2.906574394,3,28,25,8.352941176,5.640138408,6,0,0,0,0,0,5,4,3.058823529,1.363321799,2,0,0,0,0,0,0,1,5,4,3.058823529,1.363321799,2,7.1725,29.48,22.3075,11.97102941,5.857283737,9.105,1.524,1.524,0.533941176,0.690982699,0,0,0,0,12,225,213,85.41176471,80.24913495,12
38,33,17.33333333,13.44444444,8,8,95,87,63,30.55555556,87,10.811,87.62,76.809,38.57953333,31.83631111,15.9994,54.8,2348,2293.2,725.1666667,721.4074074,54.8,2,17,15,11.66666667,5.37037037,16,3,2.944444444,1.259259259,195,129,107.8333333,49.77777778,66,0.95,3.44,2.49,2.488333333,1.004074074,3.44,2,0,5,2.444444444,1.839506173,4,10,10,0.555555556,1.049382716,0,0,2,17,15,5,2.333333333,6,0,0,0,0,0,5,5,1.888888889,1.148148148,2,0,0,0,0,0,0,0,5,5,1.888888889,1.148148148,2,7.1725,54.23,47.0575,22.44958333,18.43694444,9.105,1.524,1.524,0.334944444,0.521024691,0,0,0,0,12,225,213,99.72222222,91.69135802,12
31,26,12.57142857,7.387755102,8,7,87,80,71.57142857,18.44897959,87,10.811,69.723,58.912,26.3728,16.30154286,15.9994,54.8,2348,2293.2,569.3014286,664.1134694,54.8,2,16,14,13.14285714,3.265306122,16,2,2.571428571,0.816326531,176,110,92.28571429,32.40816327,66,1,3.44,2.44,2.658571429,0.893061224,3.44,2,0,4,2.571428571,1.632653061,4,10,10,1.428571429,2.448979592,0,0,2,13,11,6,2,6,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,7.1725,37.77,30.5975,14.31714286,7.998061224,9.105,1.524,1.524,0.217714286,0.37322449,0,0,0,0,12,225,213,71.85714286,70.65306122,12
